Country,Gender,Age,Time,Start Time
USA,M,45,270.65,0.8333333333
SWE,M,45,270.65,52.46666667
GER,M,45,270.65,47.78333333
BEL,M,60,270.6666667,49.23333333
NOR,M,55,270.6666667,48.51666667
GER,M,35,270.6833333,30.16666667
GER,M,50,270.6833333,30.16666667
FRA,M,55,270.6833333,21.2
GER,M,30,270.6833333,52.41666667
GER,M,40,270.6833333,28.16666667
NOR,M,50,270.7,27.53333333
IRL,M,40,270.7,24.91666667
GER,M,45,270.7,25.2
GER,M,40,270.7166667,51.73333333
NED,M,50,270.7166667,25.63333333
GER,M,50,270.75,49.43333333
DEN,M,50,270.7666667,26.83333333
GER,M,50,270.7666667,22.08333333
GER,M,45,270.7833333,27.1
GER,M,50,270.7833333,22.65
CAN,M,80,270.7833333,49.86666667
GER,M,30,270.7833333,55.35
DEN,M,60,270.8,29.8
GER,M,55,270.8,55.35
GER,M,50,270.8,25.9
GER,M,50,270.8,51.08333333
GRE,M,60,270.8,6.566666667
BEL,M,45,270.8,52.46666667
USA,M,35,270.8,49.61666667
GER,M,30,270.8333333,52.06666667
GBR,M,35,270.8333333,53.58333333
GER,M,55,270.8333333,55.55
ESP,M,30,270.8333333,49.88333333
USA,M,40,270.8333333,48.03333333
GER,M,35,270.85,26.76666667
DOM,M,45,270.8666667,21.46666667
GER,M,35,270.8833333,28.78333333
GER,M,40,270.9,50.61666667
PHI,M,35,270.9166667,45.56666667
ISR,M,45,270.9166667,50.48333333
MAR,M,45,270.9166667,23.93333333
ESP,M,65,270.9333333,1.183333333
MAS,M,50,270.9333333,48.56666667
UKR,M,30,270.95,54.45
FRA,M,40,270.95,29.86666667
SUI,M,40,270.95,55.2
GER,M,35,270.9666667,54.26666667
USA,M,35,270.9666667,5.2
GER,M,40,270.9666667,28.56666667
FRA,M,40,270.9833333,2.5
GER,M,40,270.9833333,25.9
GER,M,50,270.9833333,27.56666667
GER,M,30,270.9833333,51.91666667
GER,M,45,271,52.6
GER,M,45,271,48.7
USA,M,55,271,26.2
GER,M,45,271,48.68333333
DEN,M,50,271.0166667,28.16666667
DEN,M,55,271.0166667,27.3
BEL,M,50,271.0166667,29.76666667
AUT,M,50,271.0166667,30.65
AUS,M,55,271.0333333,26.05
GER,M,35,271.05,46.75
GER,M,55,271.0833333,47.05
GER,M,65,271.0833333,21.73333333
FRA,M,50,271.1,28.88333333
SWE,M,30,271.1,54.16666667
GER,M,30,271.1,46.43333333
MEX,M,40,271.1166667,2.133333333
GBR,M,50,271.1166667,57.1
GER,M,35,271.1166667,49.36666667
INA,M,30,271.1666667,47.08333333
ISR,M,40,271.1666667,53.33333333
GER,M,55,271.1666667,22.4
FRA,M,60,271.1666667,28.76666667
RUS,M,30,271.1666667,27.13333333
GER,M,50,271.1666667,55.3
SUI,M,45,271.1833333,53.46666667
NED,M,50,271.1833333,55.28333333
DEN,M,65,271.1833333,23.41666667
GER,M,35,271.1833333,28.93333333
GER,M,50,271.1833333,20.05
GER,M,55,271.2,49.31666667
GER,M,40,271.2,25.38333333
GER,M,50,271.2166667,25.81666667
JPN,M,45,271.2166667,23.16666667
USA,M,50,271.2166667,52.83333333
SWE,M,60,271.2166667,26.18333333
DEN,M,40,271.2333333,4.916666667
MAR,M,45,271.25,23.88333333
GER,M,45,271.25,55.31666667
GER,M,40,271.25,25.86666667
GER,M,45,271.2666667,28.75
GER,M,50,271.2833333,48.13333333
BEL,M,40,271.2833333,49.4
GER,M,60,271.3,22.6
SUI,M,35,271.3,23.01666667
NED,M,30,271.3,28.56666667
GER,M,35,271.3166667,56.15
USA,M,55,271.3166667,24.83333333
GER,M,70,271.3166667,27.4
GER,M,65,271.3333333,52.26666667
CHN,M,30,271.3333333,52.75
GER,M,55,271.3333333,22.93333333
GER,M,45,271.35,52.28333333
ISR,M,40,271.35,47.86666667
SWE,M,35,271.35,54.18333333
AUS,M,35,271.3666667,47.3
GER,M,45,271.3833333,54.6
GER,M,45,271.4,27.1
GER,M,35,271.4166667,51.66666667
CHN,M,40,271.4333333,23.66666667
GER,M,35,271.4333333,51.83333333
GER,M,45,271.4333333,54.46666667
GER,M,35,271.45,53.73333333
MEX,M,35,271.45,2.483333333
GER,M,35,271.45,54.68333333
GBR,M,30,271.4666667,29.31666667
DEN,M,40,271.4666667,27.8
CHN,M,35,271.4666667,48.25
GER,M,45,271.4833333,27.81666667
COL,M,50,271.4833333,49.61666667
AUT,M,40,271.4833333,48.45
ISR,M,35,271.5,47.85
GER,M,35,271.5,48.43333333
GBR,M,55,271.5,29.56666667
GER,M,70,271.5,28.68333333
GER,M,40,271.5,22.15
DEN,M,50,271.5,46.71666667
GER,M,30,271.5166667,45.61666667
NED,M,45,271.5166667,23.38333333
GER,M,30,271.5166667,47.33333333
AUT,M,35,271.5333333,52.9
GER,M,30,271.5333333,45.6
GER,M,50,271.5333333,48.3
GER,M,50,271.55,46.26666667
GBR,M,45,271.55,53.5
NED,M,30,271.55,25.98333333
NED,M,45,271.55,53.5
GER,M,60,271.5666667,28.95
POL,M,40,271.5666667,22.73333333
GER,M,35,271.5666667,46.75
DEN,M,55,271.5666667,31.08333333
GER,M,40,271.5833333,46.01666667
GER,M,60,271.5833333,26.21666667
GER,M,55,271.5833333,25.68333333
GER,M,45,271.6,27.76666667
GER,M,55,271.6,3.966666667
HKG,M,45,271.6,26.25
GER,M,50,271.6166667,47.2
GER,M,55,271.6166667,24.75
GER,M,45,271.6333333,50.96666667
GBR,M,30,271.65,55.03333333
RSA,M,55,271.65,23.68333333
GER,M,30,271.65,51.86666667
GER,M,30,271.6666667,49.66666667
GBR,M,30,271.6666667,47.05
GER,M,30,271.6833333,54.83333333
GER,M,35,271.6833333,53.38333333
GER,M,45,271.7,49.1
GER,M,55,271.7,48.18333333
GBR,M,35,271.7,46.88333333
GER,M,55,271.7166667,29.21666667
GER,M,45,271.7166667,28.18333333
GER,M,50,271.7166667,48.21666667
GER,M,35,271.7166667,48.28333333
GER,M,65,271.7166667,30.16666667
GER,M,55,271.7166667,56.8
GER,M,50,271.7333333,56.78333333
CHN,M,50,271.7333333,20.63333333
GER,M,45,271.7333333,22.36666667
GER,M,55,271.7333333,26.3
GER,M,60,271.75,3.883333333
GER,M,35,271.75,46.2
GER,M,45,271.7666667,50.11666667
GER,M,60,271.7666667,51.36666667
GER,M,40,271.7833333,51.51666667
GER,M,35,271.7833333,52.38333333
GER,M,60,271.7833333,49.95
GER,M,40,271.8,22.5
GER,M,40,271.8166667,48.05
MEX,M,35,271.8166667,49.46666667
ARG,M,50,271.8166667,50.81666667
GER,M,45,271.8166667,22.65
DEN,M,40,271.8333333,5.45
GER,M,55,271.8333333,48.05
FRA,M,40,271.8333333,51.16666667
GER,M,55,271.85,4.75
NOR,M,50,271.85,30.1
CHI,M,45,271.8666667,52.21666667
SUI,M,35,271.8666667,21.7
GER,M,45,271.8666667,46.43333333
JPN,M,45,271.8666667,21.71666667
GER,M,30,271.8833333,48.31666667
NOR,M,55,271.8833333,29.56666667
GBR,M,30,271.8833333,47.93333333
GER,M,50,271.9,6.333333333
GER,M,35,271.9,53.41666667
GER,M,35,271.9,56.48333333
BRA,M,45,271.9166667,50.68333333
GER,M,60,271.9166667,23.58333333
GER,M,45,271.9166667,21.36666667
GBR,M,30,271.9333333,47.36666667
NED,M,45,271.95,51.25
GER,M,50,271.95,28.91666667
GER,M,30,271.95,48.53333333
ESP,M,45,271.95,30
GER,M,45,271.95,54.66666667
BRA,M,40,271.9666667,54.73333333
DEN,M,55,271.9666667,29.68333333
GER,M,55,271.9666667,27.45
GER,M,40,271.9666667,24.23333333
HAI,M,35,271.9666667,23.21666667
DEN,M,50,271.9666667,25.51666667
JPN,M,45,271.9666667,23.78333333
DEN,M,40,271.9666667,20.43333333
DEN,M,30,271.9833333,20.43333333
SUI,M,35,271.9833333,52.75
GER,M,45,271.9833333,53.6
GER,M,35,272,46.3
GER,M,35,272.0166667,46.3
ESP,M,30,272.0166667,21.96666667
INA,M,40,272.0333333,45.75
GER,M,35,272.0333333,47.11666667
GER,M,30,272.05,51.75
AUS,M,40,272.05,29.83333333
DEN,M,40,272.0666667,28.1
GER,M,50,272.0666667,30.01666667
HKG,M,40,272.0666667,45.75
PUR,M,50,272.0833333,25.53333333
CHN,M,40,272.0833333,46.5
INA,M,40,272.1,45.6
ROU,M,50,272.1166667,28.8
GER,M,50,272.1333333,4.55
GER,M,60,272.1333333,47.96666667
AUT,M,30,272.1666667,46.7
GER,M,45,272.1666667,56.15
FRA,M,35,272.1666667,23.65
GER,M,55,272.1833333,23.11666667
GER,M,30,272.1833333,48.31666667
GER,M,50,272.1833333,52.1
BRA,M,40,272.1833333,28.28333333
ESP,M,35,272.2,53.85
GER,M,55,272.2,28.98333333
CHN,M,35,272.2166667,48.33333333
GER,M,65,272.2166667,25.48333333
GER,M,35,272.25,49.25
GER,M,45,272.25,46.06666667
CHN,M,60,272.2666667,50.65
DEN,M,55,272.2666667,51.76666667
GER,M,35,272.2666667,52.75
CHN,M,40,272.2666667,49.51666667
DEN,M,50,272.2666667,1.966666667
GER,M,50,272.2666667,28.18333333
GER,M,45,272.2833333,56.21666667
GER,M,40,272.2833333,52.56666667
CAN,M,50,272.3,28.08333333
GER,M,50,272.3166667,56.2
IRL,M,45,272.35,29.65
NED,M,45,272.35,55.45
GBR,M,40,272.3666667,26.96666667
FRA,M,40,272.3666667,27.55
GER,M,30,272.3666667,23.66666667
GER,M,55,272.3666667,5.033333333
NED,M,40,272.3833333,25.41666667
GER,M,30,272.3833333,26.18333333
GER,M,30,272.4,48.75
SWE,M,50,272.4,53
GER,M,50,272.4166667,28.76666667
GER,M,45,272.4166667,27.91666667
DEN,M,55,272.4333333,49.55
GER,M,40,272.4333333,28.93333333
GER,M,60,272.4333333,4.4
MEX,M,50,272.45,5.583333333
GER,M,50,272.45,27.91666667
NOR,M,50,272.4666667,49.6
GBR,M,55,272.4666667,26.58333333
FIN,M,40,272.4833333,23.63333333
BRA,M,35,272.4833333,54.2
GER,M,35,272.4833333,51.05
GER,M,30,272.5,46.61666667
ESP,M,35,272.5,28.93333333
INA,M,50,272.5,1.733333333
GER,M,50,272.5166667,53.58333333
GER,M,50,272.5166667,23.95
ESP,M,40,272.5333333,29.66666667
USA,M,60,272.5333333,27.56666667
GER,M,30,272.5333333,49.11666667
MAS,M,30,272.5333333,20.55
GER,M,55,272.5333333,52.1
CHN,M,30,272.55,0.5666666667
GER,M,55,272.55,47.25
GER,M,35,272.55,25.55
NED,M,50,272.5833333,55.51666667
GER,M,35,272.6,47.7
GER,M,40,272.6166667,25.71666667
GER,M,55,272.6166667,6.633333333
CHN,M,35,272.6333333,26.01666667
GER,M,35,272.6333333,29.75
NED,M,45,272.6333333,3.716666667
GER,M,35,272.65,31.71666667
GER,M,35,272.65,29.75
GER,M,50,272.65,25.2
CHN,M,35,272.7,20.11666667
GBR,M,55,272.7,48.6
GER,M,40,272.7,48.36666667
BRA,M,35,272.7,54.53333333
GER,M,50,272.7,55.06666667
DEN,M,35,272.7166667,28.81666667
TPE,M,45,272.7166667,4.033333333
IRL,M,40,272.7166667,50.71666667
GER,M,50,272.7166667,55.05
NED,M,40,272.7166667,30.4
GER,M,45,272.7333333,24.76666667
GER,M,45,272.75,48.11666667
DEN,M,50,272.75,25.75
CHN,M,40,272.7666667,54.73333333
ISL,M,45,272.7666667,27.96666667
GER,M,45,272.7833333,31.01666667
BRA,M,70,272.7833333,45.7
GER,M,50,272.8,49.11666667
CZE,M,45,272.8166667,29.25
CHN,M,40,272.8333333,51.08333333
GER,M,35,272.8333333,51.9
GER,M,60,272.8333333,53.23333333
GER,M,50,272.8333333,47.6
GER,M,45,272.85,51.45
GBR,M,30,272.85,26.21666667
GER,M,35,272.85,29.88333333
GER,M,45,272.85,51.45
DEN,M,50,272.85,0.6833333333
BEL,M,35,272.85,24.15
GBR,M,45,272.8666667,50.66666667
BRA,M,50,272.8666667,45.35
GER,M,35,272.8666667,53.4
GER,M,35,272.8833333,53
HKG,M,40,272.8833333,46.53333333
HUN,M,35,272.9,27.73333333
GER,M,30,272.9,51.73333333
GER,M,45,272.9166667,25.53333333
CHN,M,50,272.9333333,47.86666667
MEX,M,60,272.9333333,47.08333333
DEN,M,35,272.9333333,21.76666667
GBR,M,50,272.95,26.88333333
FRA,M,45,272.95,26.93333333
GER,M,35,272.9666667,50.21666667
GER,M,50,272.9666667,49.95
TPE,M,35,272.9833333,20.56666667
GER,M,60,273,5.35
GER,M,50,273,55.81666667
AUS,M,50,273,0.4333333333
FRA,M,45,273,25.38333333
GER,M,45,273,28.91666667
NED,M,35,273.0166667,46.03333333
GER,M,60,273.0166667,32.05
GER,M,35,273.0166667,29.05
GER,M,55,273.0333333,4.15
GER,M,55,273.0333333,47.15
GER,M,65,273.0333333,27.75
GER,M,55,273.05,22.31666667
GER,M,35,273.05,24.25
DEN,M,55,273.0666667,25.51666667
GBR,M,35,273.0666667,21.5
GER,M,45,273.0666667,24.81666667
GER,M,55,273.0666667,49.21666667
GBR,M,35,273.0666667,46.71666667
GER,M,50,273.0833333,52.95
GER,M,45,273.1,25.93333333
GER,M,40,273.1,54.9
AUS,M,35,273.1,28.5
RUS,M,30,273.1,50.81666667
GER,M,45,273.1166667,48.96666667
COL,M,40,273.15,30.33333333
IRL,M,40,273.15,52.28333333
GBR,M,35,273.15,50.08333333
POL,M,35,273.15,24.1
SWE,M,50,273.15,52.53333333
AUS,M,45,273.1833333,25.73333333
BRA,M,55,273.2,45.93333333
AUS,M,30,273.2,45.55
ARG,M,60,273.2166667,5.733333333
USA,M,40,273.2166667,51.71666667
GER,M,45,273.2333333,22.41666667
GER,M,50,273.2333333,51.66666667
SUI,M,45,273.2333333,52.93333333
HUN,M,30,273.25,48.6
NED,M,40,273.2666667,27.06666667
GER,M,50,273.2666667,22.16666667
SUI,M,35,273.2666667,45.13333333
GBR,M,30,273.3,52.1
IRL,M,35,273.3,3.9
HKG,M,40,273.3,49.61666667
USA,M,65,273.3,48.93333333
GER,M,45,273.3166667,50.78333333
GER,M,45,273.3166667,22.21666667
GER,M,35,273.3333333,29.65
GER,M,60,273.3333333,51.06666667
GER,M,50,273.35,28.71666667
GER,M,55,273.35,53.35
GER,M,55,273.35,51.28333333
CRC,M,30,273.35,21.98333333
TPE,M,45,273.35,25.86666667
GER,M,50,273.3666667,26.9
USA,M,30,273.4,23.05
SWE,M,45,273.4,56.6
GER,M,50,273.4166667,26.38333333
GER,M,55,273.4166667,28.33333333
FRA,M,40,273.4166667,26.61666667
GER,M,35,273.4166667,47.5
GER,M,50,273.4333333,51.8
GBR,M,35,273.4333333,29.65
USA,M,35,273.4666667,46.81666667
ITA,M,50,273.4666667,29.3
SRI,M,60,273.4666667,24.8
GBR,M,40,273.4833333,49.33333333
SWE,M,35,273.4833333,54.8
GER,M,45,273.4833333,47.68333333
GER,M,45,273.4833333,29.11666667
GER,M,50,273.5,29.08333333
GER,M,30,273.5166667,53.25
GBR,M,35,273.5166667,22.45
SUI,M,40,273.5333333,52.18333333
GER,M,65,273.5333333,24.43333333
GER,M,45,273.5333333,46.38333333
GER,M,45,273.55,20.28333333
NED,M,35,273.55,30.68333333
CAN,M,30,273.5666667,45.95
GBR,M,30,273.5666667,54.7
GER,M,45,273.5666667,52.31666667
FRA,M,55,273.5833333,26.28333333
AUT,M,35,273.5833333,49.05
AUS,M,50,273.5833333,47.38333333
GER,M,60,273.6,27.33333333
GER,M,50,273.6,49.75
GER,M,50,273.6166667,48.95
ITA,M,30,273.6166667,54.7
GER,M,35,273.65,53.46666667
GER,M,50,273.65,24.31666667
SUI,M,35,273.65,49.4
CHN,M,40,273.6666667,25
GER,M,50,273.6833333,56.13333333
GER,M,45,273.6833333,56.13333333
MEX,M,40,273.6833333,24.31666667
GER,M,55,273.6833333,45.3
NED,M,35,273.7,29.2
GER,M,40,273.7,24.51666667
GER,M,30,273.7,53.11666667
GER,M,40,273.7,53.11666667
GER,M,45,273.7166667,29.85
DEN,M,55,273.7166667,48.53333333
MAR,M,45,273.7166667,23.91666667
GER,M,35,273.7166667,46.41666667
GER,M,40,273.7333333,25.13333333
HKG,M,50,273.7666667,24.75
USA,M,35,273.7666667,20.96666667
CHN,M,45,273.7666667,47.46666667
ECU,M,45,273.7666667,50.26666667
GER,M,50,273.7666667,48.28333333
GER,M,55,273.7833333,29.98333333
GER,M,30,273.8,45.65
DEN,M,40,273.8,48.45
GER,M,45,273.8,29.96666667
ESP,M,55,273.8,46.15
GER,M,50,273.8166667,3.533333333
USA,M,35,273.8166667,1.166666667
BRA,M,35,273.8166667,54.6
GER,M,55,273.8166667,55.18333333
TPE,M,65,273.8333333,51.88333333
GER,M,45,273.8333333,28.31666667
CHN,M,55,273.8333333,54.38333333
SWE,M,40,273.8333333,46.05
GER,M,35,273.85,48.95
GER,M,45,273.85,21.03333333
NED,M,40,273.85,26.45
ESP,M,50,273.8666667,28.53333333
GER,M,45,273.8666667,53.18333333
GER,M,35,273.8833333,48.46666667
GER,M,55,273.8833333,23.51666667
EGY,M,35,273.8833333,26.61666667
SWE,M,40,273.8833333,46.15
GER,M,35,273.9,32.15
GER,M,60,273.9166667,27.18333333
GER,M,35,273.95,45.63333333
GER,M,35,273.95,27.9
SWE,M,40,273.95,49.66666667
CHN,M,40,273.95,21.8
GER,M,35,273.95,53.13333333
IRL,M,45,273.9666667,51.55
IND,M,50,273.9666667,22.08333333
NED,M,30,273.9833333,25.68333333
GER,M,65,273.9833333,24.51666667
GER,M,35,273.9833333,48.8
ESP,M,50,274,25.98333333
GER,M,50,274,48.78333333
POL,M,35,274.05,29.98333333
GBR,M,35,274.0666667,29.68333333
FIN,M,60,274.0666667,48.13333333
USA,M,35,274.0666667,48.56666667
GBR,M,35,274.0833333,29.68333333
THA,M,40,274.0833333,50.4
CHN,M,35,274.0833333,53.46666667
GER,M,50,274.1,46.76666667
GER,M,60,274.1,46.55
ISR,M,65,274.1,21.3
FRA,M,30,274.1,23.38333333
DEN,M,30,274.1,50.36666667
FRA,M,30,274.1166667,23.36666667
AUS,M,50,274.1166667,2.466666667
AUS,M,40,274.1166667,48.45
GER,M,50,274.1333333,46.08333333
GER,M,40,274.1333333,48.66666667
GER,M,35,274.1333333,3.3
GER,M,45,274.1333333,49.18333333
NED,M,35,274.15,47.75
GER,M,55,274.1666667,28.93333333
BRA,M,45,274.1833333,46.25
NED,M,65,274.2,22.46666667
GBR,M,45,274.2,52.9
ITA,M,55,274.2166667,23.96666667
ITA,M,60,274.2333333,27.25
GER,M,45,274.2333333,46.85
GER,M,45,274.2333333,46.86666667
ITA,M,40,274.2333333,51.83333333
GER,M,55,274.2333333,29.45
INA,M,35,274.2666667,51.96666667
GER,M,45,274.2666667,52.9
GER,M,35,274.2666667,25.7
ESP,M,55,274.2666667,50.53333333
MAS,M,45,274.2666667,28.28333333
GER,M,55,274.2666667,20.7
GER,M,40,274.2833333,49.38333333
GER,M,35,274.2833333,48.26666667
BRA,M,60,274.2833333,22.21666667
NED,M,45,274.3,27.95
GER,M,35,274.3166667,52.35
GER,M,40,274.3166667,50.41666667
GER,M,30,274.3166667,20.33333333
POL,M,30,274.3166667,48.55
GER,M,60,274.3166667,26.45
INA,M,45,274.3333333,45.15
USA,M,50,274.3333333,52.88333333
HAI,M,30,274.3333333,29.13333333
KOR,M,60,274.3333333,48.55
GER,M,60,274.3333333,5.883333333
GER,M,40,274.35,50.36666667
FRA,M,45,274.3666667,49.73333333
GER,M,50,274.3666667,55.23333333
GER,M,50,274.3666667,27.61666667
GER,M,60,274.3833333,23.3
GER,M,50,274.3833333,28.73333333
GER,M,45,274.3833333,46.98333333
ITA,M,60,274.3833333,30
USA,M,35,274.3833333,50.48333333
GER,M,40,274.4,54.76666667
GER,M,50,274.4,28.1
AUT,M,45,274.4166667,48.76666667
GBR,M,50,274.4166667,51.53333333
GER,M,35,274.4166667,47.66666667
GER,M,35,274.4166667,47.55
GER,M,55,274.4333333,50.6
GER,M,35,274.4333333,24.61666667
GER,M,35,274.4333333,48.85
CAN,M,35,274.4333333,26.48333333
MAR,M,40,274.45,7.566666667
GER,M,45,274.45,47.61666667
GER,M,55,274.4666667,53.51666667
DEN,M,40,274.4833333,23.78333333
USA,M,30,274.5,24.4
ISR,M,30,274.5,54.36666667
ITA,M,40,274.5166667,26.1
GER,M,45,274.5166667,50.56666667
BEL,M,45,274.5333333,25.66666667
NED,M,30,274.5333333,49.86666667
GER,M,45,274.55,47.55
GER,M,30,274.55,30.55
GER,M,45,274.55,23.9
RSA,M,45,274.55,22.23333333
GBR,M,40,274.5666667,47.7
GER,M,55,274.5666667,48.4
GBR,M,35,274.5666667,22.95
BRA,M,45,274.5666667,53.01666667
GER,M,30,274.5833333,47.16666667
GBR,M,40,274.5833333,47.7
BEL,M,45,274.5833333,53.86666667
GER,M,50,274.5833333,26.31666667
INA,M,40,274.5833333,47.15
SWE,M,35,274.6,25.83333333
CRC,M,35,274.6166667,54.91666667
SWE,M,50,274.6166667,24.3
ESP,M,35,274.6166667,53.83333333
BEL,M,45,274.6166667,49.06666667
SWE,M,70,274.6333333,51.78333333
GER,M,30,274.6333333,46.41666667
USA,M,50,274.65,23.05
DEN,M,50,274.65,27.33333333
GER,M,35,274.6666667,52.53333333
GER,M,35,274.6666667,22.73333333
BEL,M,45,274.6666667,48.2
GER,M,45,274.6666667,46
GER,M,65,274.6666667,27.06666667
GER,M,50,274.6833333,46.31666667
MEX,M,30,274.6833333,51.4
GER,M,60,274.7,49.01666667
POR,M,45,274.7,55.83333333
DEN,M,45,274.7,26
BRA,M,40,274.7,54.2
GER,M,45,274.7166667,21.91666667
GER,M,50,274.7166667,24.56666667
GER,M,45,274.7166667,50.88333333
GER,M,35,274.7333333,56.61666667
ARG,M,50,274.7333333,4.366666667
GER,M,30,274.7333333,51.75
GER,M,35,274.75,27.93333333
ESP,M,65,274.75,49.63333333
GER,M,40,274.7666667,48.91666667
GER,M,60,274.7833333,51.26666667
GER,M,60,274.8,2.716666667
HKG,M,35,274.8166667,45.4
BEL,M,30,274.8166667,52.78333333
GER,M,35,274.8166667,47.76666667
USA,M,40,274.8166667,49.01666667
AUS,M,35,274.8333333,47.6
GER,M,50,274.8333333,46.35
SUI,M,45,274.85,49.51666667
GER,M,70,274.85,23.91666667
HKG,M,35,274.8666667,51.35
USA,M,40,274.8666667,47.91666667
GER,M,55,274.8666667,49.83333333
GER,M,50,274.8666667,53.4
GER,M,70,274.8833333,29.36666667
ITA,M,40,274.8833333,21.83333333
GER,M,30,274.9,27.36666667
FRA,M,50,274.9166667,54.06666667
GER,M,65,274.9166667,48.86666667
GER,M,45,274.9166667,46.66666667
GER,M,45,274.9166667,53.75
GER,M,60,274.9166667,45.28333333
USA,M,35,274.9333333,5.183333333
GER,M,50,274.95,45.31666667
GER,M,30,274.9666667,46.83333333
ESP,M,50,274.9666667,24.1
ESP,M,60,274.9666667,21.83333333
DEN,M,55,274.9833333,20.65
USA,M,40,274.9833333,48.65
USA,M,30,274.9833333,29.25
CHN,M,30,274.9833333,49.16666667
GER,M,30,274.9833333,47.05
GER,M,35,274.9833333,50.91666667
ESP,M,50,274.9833333,21.81666667
GER,M,55,275,24.58333333
CRC,M,30,275,45.88333333
GER,M,55,275,29.15
CZE,M,45,275.0166667,54.66666667
GER,M,35,275.0166667,50.1
ITA,M,35,275.0166667,27.75
GER,M,35,275.0166667,29.38333333
BRA,M,60,275.0333333,45.33333333
CHI,M,65,275.0333333,20.56666667
ZAM,M,35,275.05,49.96666667
GBR,M,50,275.0666667,25.61666667
HUN,M,30,275.0666667,54.7
GER,M,35,275.0666667,51.76666667
GER,M,55,275.0833333,29.66666667
GBR,M,30,275.0833333,25.8
DEN,M,60,275.1,28.95
FRA,M,35,275.1,28.1
GER,M,40,275.1,23.75
GER,M,30,275.1,27.15
CRC,M,50,275.1166667,45.65
CHN,M,40,275.1333333,47.86666667
GER,M,30,275.15,49.5
GRE,M,65,275.15,0.5666666667
FRA,M,40,275.1666667,5.383333333
CAN,M,45,275.1666667,49.26666667
SLO,M,55,275.1833333,45.33333333
GER,M,65,275.1833333,5.65
GER,M,55,275.1833333,46.96666667
KEN,M,35,275.2,46.26666667
GER,M,35,275.2,51.81666667
GER,M,35,275.2,51.68333333
GER,M,75,275.2166667,50.61666667
GER,M,50,275.2333333,4.383333333
JPN,M,35,275.2333333,49.9
GER,M,40,275.25,22.15
GER,M,45,275.25,27.4
BRA,M,40,275.2666667,49.28333333
GER,M,45,275.2833333,50.13333333
GER,M,55,275.2833333,51.03333333
GER,M,40,275.3,52.06666667
NED,M,40,275.3,48.76666667
GER,M,40,275.3,52.06666667
GER,M,35,275.3,56.01666667
USA,M,40,275.3,53.13333333
GER,M,35,275.3166667,25.36666667
GER,M,40,275.3166667,52.36666667
GER,M,35,275.3333333,55.6
ARG,M,55,275.3333333,27.65
GER,M,50,275.35,23.38333333
GER,M,50,275.35,49.16666667
GER,M,45,275.35,23.4
GER,M,35,275.3666667,53.3
BEL,M,35,275.3666667,55.81666667
GER,M,45,275.3666667,50.41666667
MEX,M,45,275.3666667,6.6
USA,M,60,275.4,24.95
GER,M,35,275.4,24.25
USA,M,35,275.4,54.75
GER,M,35,275.4166667,47.45
JPN,M,35,275.4166667,50.33333333
GBR,M,45,275.4166667,52.36666667
GER,M,35,275.4333333,46.13333333
BRA,M,60,275.4333333,26.6
GBR,M,45,275.45,46.73333333
GBR,M,45,275.45,22.58333333
GER,M,35,275.4666667,50.53333333
GER,M,40,275.4666667,27.66666667
GER,M,40,275.4666667,50.61666667
GER,M,55,275.4666667,50.6
GER,M,40,275.4833333,47.1
GER,M,50,275.4833333,27.81666667
CHN,M,45,275.5,50.7
DEN,M,35,275.5166667,49.01666667
ITA,M,50,275.5166667,25.28333333
USA,M,35,275.5166667,50.68333333
GER,M,35,275.5333333,51.51666667
GER,M,45,275.5333333,25.06666667
BRA,M,35,275.5333333,25.7
GER,M,30,275.5333333,47.65
IRL,M,45,275.55,29.61666667
BRA,M,40,275.55,48.16666667
GER,M,45,275.55,46.95
FRA,M,35,275.5666667,26.68333333
DOM,M,50,275.5666667,53.83333333
NZL,M,60,275.6,21.58333333
GER,M,50,275.6,25.45
DEN,M,55,275.6166667,27.55
GER,M,30,275.6333333,55.6
GBR,M,50,275.65,23.83333333
GER,M,50,275.6666667,53.6
JPN,M,45,275.6666667,24.8
GER,M,45,275.6666667,55.95
GER,M,50,275.6666667,46.36666667
GER,M,55,275.6666667,50.7
CZE,M,50,275.6666667,49.36666667
GER,M,45,275.6666667,3.716666667
GER,M,50,275.6833333,54.06666667
FRA,M,45,275.6833333,26.85
INA,M,45,275.7,21.43333333
NED,M,40,275.7,26.3
GER,M,55,275.7,51.16666667
USA,M,30,275.7,21.36666667
GER,M,50,275.7,28.46666667
HKG,M,55,275.7166667,20.8
IRL,M,35,275.7166667,52.91666667
HKG,M,40,275.7166667,1.016666667
SWE,M,45,275.7333333,46.08333333
BEL,M,50,275.7333333,27.76666667
GER,M,45,275.7333333,48.61666667
GER,M,55,275.7333333,29.48333333
GER,M,35,275.75,47.56666667
GER,M,35,275.75,6.733333333
ECU,M,40,275.7666667,49.73333333
MEX,M,30,275.7666667,20.65
NED,M,40,275.7666667,23.61666667
USA,M,50,275.7833333,24.26666667
ITA,M,35,275.7833333,2.983333333
GER,M,45,275.7833333,25.61666667
CHN,M,50,275.7833333,47.61666667
CZE,M,35,275.7833333,22.93333333
GER,M,60,275.7833333,47.96666667
GER,M,50,275.8,53.93333333
GBR,M,45,275.8,47.81666667
JPN,M,30,275.8166667,45.65
GER,M,50,275.8166667,48.23333333
BEL,M,50,275.8166667,22.66666667
GER,M,35,275.8166667,51
