Country,Gender,Age,Time,Start Time
SIN,M,55,208.75,3.033333333
USA,M,35,208.75,1.233333333
GER,M,40,208.7666667,22.4
GER,M,45,208.7666667,20.1
GER,M,30,208.7666667,23.06666667
AUS,M,35,208.7666667,20.35
GER,M,40,208.7833333,2.416666667
GBR,M,40,208.7833333,3.25
SUI,M,35,208.7833333,54.36666667
GER,M,45,208.7833333,22.63333333
GER,M,40,208.7833333,1.916666667
VEN,M,50,208.8,20.1
GBR,M,35,208.8,20.7
GER,M,45,208.8,20.45
GBR,M,35,208.8,5.466666667
GBR,M,45,208.8,21.28333333
FRA,M,40,208.8,20.56666667
USA,M,40,208.8166667,6.083333333
GER,M,40,208.8166667,1.716666667
GER,M,30,208.8166667,3.466666667
GER,M,35,208.8166667,20.55
ITA,M,40,208.8333333,3.833333333
GER,M,35,208.8333333,5.85
GBR,M,35,208.8333333,6.283333333
FRA,M,50,208.8333333,3.266666667
BUL,M,35,208.8333333,2.866666667
BRA,M,35,208.8333333,2.983333333
POL,M,35,208.8333333,6.233333333
ITA,M,40,208.8333333,20.66666667
GBR,M,40,208.85,20.73333333
GER,M,35,208.85,1.35
CAN,M,55,208.85,6.383333333
CHN,M,45,208.85,6.266666667
GER,M,45,208.8666667,3.383333333
HKG,M,35,208.8666667,0.2833333333
NED,M,50,208.8666667,20.65
DEN,M,35,208.8666667,6.85
GER,M,45,208.8666667,1.1
GER,M,35,208.8666667,1.1
GER,M,50,208.8666667,3.15
ITA,M,40,208.8666667,1.116666667
GER,M,30,208.8666667,25.6
ESP,M,40,208.8666667,23.85
POL,M,55,208.8666667,1.65
GER,M,40,208.8666667,1.35
POR,M,35,208.8666667,20.16666667
CHN,M,40,208.8666667,20.05
FRA,M,45,208.8833333,5.466666667
GER,M,35,208.8833333,4.483333333
RUS,M,30,208.8833333,2.7
GBR,M,40,208.8833333,4.75
GER,M,35,208.8833333,20.7
GER,M,50,208.9,2.3
GER,M,45,208.9,5.2
DEN,M,55,208.9,20.38333333
LUX,M,55,208.9,20.56666667
SUI,M,40,208.9,1.866666667
GER,M,50,208.9,5.266666667
GER,M,40,208.9,20.51666667
BRA,M,45,208.9,3.8
SWE,M,35,208.9166667,45.63333333
GER,M,45,208.9166667,0.6666666667
GER,M,30,208.9166667,20.41666667
GER,M,45,208.9166667,7.366666667
DEN,M,40,208.9333333,2.45
GER,M,35,208.9333333,20.03333333
GBR,M,45,208.9333333,4.7
RSA,M,60,208.9333333,20.85
DEN,M,50,208.9333333,1.416666667
GER,M,40,208.9333333,23.66666667
RUS,M,40,208.9333333,6.033333333
BRA,M,50,208.95,24.75
AUT,M,45,208.95,20.85
GER,M,45,208.95,4.683333333
GER,M,40,208.95,3.633333333
USA,M,35,208.95,30.26666667
DEN,M,35,208.9666667,2.183333333
GER,M,40,208.9666667,45.06666667
DEN,M,45,208.9666667,3.6
GER,M,40,208.9666667,20.93333333
GBR,M,30,208.9666667,26.6
FRA,M,45,208.9666667,2.3
GER,M,40,208.9666667,3.266666667
GER,M,35,208.9833333,6.366666667
DEN,M,35,208.9833333,4.966666667
GER,M,40,208.9833333,45.71666667
GER,M,35,208.9833333,24.76666667
ARG,M,40,209,20.11666667
ESP,M,40,209,4
NED,M,30,209,4.583333333
GER,M,45,209,4.233333333
MEX,M,45,209,0.3
GER,M,30,209,22.71666667
DEN,M,30,209,20.33333333
RUS,M,40,209.0166667,24.33333333
GER,M,50,209.0166667,20.63333333
ITA,M,40,209.0166667,54.65
SWE,M,45,209.0166667,4.25
GER,M,50,209.0333333,4.466666667
GER,M,45,209.0333333,6.433333333
GER,M,35,209.0333333,46.05
SUI,M,45,209.0333333,7.983333333
GER,M,35,209.05,3.916666667
DEN,M,40,209.05,5.366666667
GBR,M,35,209.05,0.9333333333
GER,M,50,209.05,2.133333333
GBR,M,40,209.05,3.033333333
DEN,M,40,209.0666667,3.433333333
GER,M,40,209.0666667,3.25
GER,M,50,209.0666667,5.6
ANG,M,40,209.0666667,1.55
USA,M,35,209.0833333,5.166666667
RSA,M,35,209.0833333,20.61666667
NED,M,35,209.0833333,2.1
NED,M,30,209.0833333,20.95
NOR,M,35,209.0833333,20.5
GER,M,35,209.0833333,28.5
GER,M,35,209.1,28.48333333
NOR,M,35,209.1,21.96666667
NED,M,35,209.1,24.73333333
CHN,M,50,209.1,0.9666666667
GER,M,40,209.1,24.23333333
JPN,M,30,209.1,20.06666667
FRA,M,40,209.1166667,3.916666667
GER,M,45,209.1166667,20.63333333
GER,M,40,209.1166667,5.066666667
GER,M,35,209.1166667,20.45
AUT,M,45,209.1166667,21.46666667
NED,M,35,209.1166667,27.1
GER,M,35,209.1166667,21.26666667
GER,M,40,209.1333333,4.433333333
USA,M,40,209.1333333,23.21666667
GER,M,35,209.15,26.06666667
RUS,M,50,209.15,5.983333333
GBR,M,50,209.15,6.133333333
GER,M,35,209.15,45.91666667
GER,M,45,209.15,20.93333333
NED,M,50,209.15,3.266666667
GER,M,50,209.15,3.016666667
RUS,M,30,209.15,20.33333333
FRA,M,35,209.1666667,20.6
AUS,M,45,209.1666667,5.183333333
IRL,M,35,209.1666667,5
GER,M,40,209.1666667,4.833333333
GBR,M,35,209.1666667,47.3
GER,M,35,209.1666667,45.21666667
GBR,M,30,209.1833333,4.366666667
FIN,M,30,209.1833333,20.41666667
NED,M,40,209.2,3.366666667
FRA,M,50,209.2,20.95
GER,M,45,209.2,5.05
GBR,M,45,209.2,3.666666667
MEX,M,30,209.2,28.36666667
GBR,M,40,209.2,20.26666667
ESP,M,35,209.2,20.26666667
GER,M,40,209.2166667,7.216666667
GER,M,55,209.2166667,2.916666667
GER,M,50,209.2166667,21.71666667
GER,M,35,209.2333333,3.833333333
CHN,M,45,209.25,4.933333333
FRA,M,40,209.25,3.966666667
ITA,M,45,209.25,1.116666667
COL,M,30,209.25,23.3
CHN,M,60,209.25,5.516666667
ROU,M,35,209.2666667,21.28333333
GER,M,35,209.2666667,5.35
SUI,M,30,209.2666667,20.16666667
GER,M,35,209.2666667,6.5
GER,M,50,209.2666667,6.283333333
NED,M,40,209.2833333,3.45
USA,M,40,209.2833333,3.766666667
GER,M,50,209.2833333,20.51666667
SUI,M,45,209.2833333,1.633333333
GER,M,50,209.2833333,45.36666667
DEN,M,40,209.2833333,30.3
GER,M,45,209.3,3.833333333
GER,M,50,209.3,6.183333333
GER,M,30,209.3,49.1
IRL,M,35,209.3166667,4.383333333
SWE,M,30,209.3166667,23.4
USA,M,40,209.3166667,24.8
SWE,M,45,209.3166667,21.65
ESP,M,35,209.3166667,1.6
NOR,M,35,209.3166667,2.05
ITA,M,60,209.3166667,20.88333333
GBR,M,35,209.3166667,21.53333333
FRA,M,45,209.3166667,4.6
DEN,M,45,209.3166667,23.15
GER,M,50,209.3166667,6.45
USA,M,50,209.3166667,4.666666667
DEN,M,35,209.3166667,3.233333333
GER,M,40,209.3333333,2.233333333
BIH,M,40,209.3333333,20.66666667
GER,M,45,209.3333333,20.95
GER,M,50,209.3333333,4.883333333
VEN,M,35,209.3333333,20.11666667
DEN,M,45,209.3333333,7.566666667
NED,M,35,209.35,2.9
USA,M,40,209.35,23.6
MEX,M,35,209.35,46.71666667
GER,M,35,209.35,20.55
IRL,M,45,209.35,3.1
BRA,M,60,209.35,4.783333333
GER,M,55,209.35,24.18333333
DEN,M,50,209.35,3.75
RSA,M,40,209.35,3.016666667
GER,M,50,209.3666667,4.566666667
GER,M,55,209.3666667,2.95
GER,M,50,209.3666667,5.533333333
SVK,M,30,209.3666667,22.96666667
DEN,M,50,209.3666667,2.45
DEN,M,35,209.3666667,28.21666667
NED,M,35,209.3666667,6.316666667
USA,M,55,209.3833333,5.866666667
GER,M,50,209.3833333,4.583333333
ITA,M,40,209.3833333,1.083333333
BEL,M,35,209.3833333,2.8
GBR,M,35,209.3833333,26.55
CHN,M,35,209.3833333,49.4
SWE,M,45,209.3833333,22.83333333
LUX,M,55,209.4,2.283333333
GER,M,40,209.4,3.766666667
GBR,M,40,209.4,3.583333333
GBR,M,40,209.4,6.083333333
GER,M,35,209.4166667,4.883333333
GER,M,40,209.4166667,25.3
GER,M,30,209.4166667,45.08333333
KOR,M,30,209.4166667,29.83333333
GER,M,35,209.4333333,2.516666667
GER,M,35,209.4333333,4.45
GBR,M,45,209.4333333,1.45
TUR,M,35,209.45,30.35
GER,M,40,209.45,0.2
GER,M,45,209.45,5.733333333
COL,M,40,209.45,5.433333333
NOR,M,30,209.4666667,22.53333333
DEN,M,30,209.4666667,8.716666667
GER,M,35,209.4666667,6.283333333
GER,M,50,209.4666667,5.983333333
AUT,M,30,209.4666667,6.533333333
GER,M,45,209.4833333,2.383333333
COL,M,30,209.5,23.66666667
GER,M,45,209.5,25.01666667
ESP,M,40,209.5,4.116666667
ARG,M,40,209.5,26.13333333
GBR,M,35,209.5,28.95
NED,M,30,209.5,20.53333333
GER,M,50,209.5,5.85
GER,M,30,209.5166667,53.5
GER,M,60,209.5166667,1.95
GER,M,50,209.5166667,1.966666667
ESP,M,35,209.5166667,4.466666667
GER,M,35,209.5333333,21.25
DEN,M,40,209.5333333,6.25
GER,M,35,209.5333333,5.8
GER,M,40,209.5333333,2.233333333
ARG,M,50,209.5333333,32.36666667
FRA,M,40,209.55,22
AUS,M,30,209.55,1.216666667
GER,M,30,209.55,4.4
GER,M,45,209.55,20.48333333
CRO,M,35,209.55,20.5
GER,M,45,209.55,5.316666667
GER,M,50,209.55,6.4
ITA,M,30,209.55,2.2
SUI,M,40,209.55,2.95
GER,M,35,209.5666667,22.8
SUI,M,45,209.5666667,3.316666667
GER,M,30,209.5666667,3.966666667
NED,M,30,209.5833333,1.95
GBR,M,40,209.5833333,6.033333333
GER,M,50,209.5833333,6.583333333
POL,M,35,209.5833333,21.05
USA,M,40,209.6,3.666666667
GER,M,45,209.6,4.966666667
DEN,M,50,209.6,5.3
POR,M,45,209.6,6.633333333
FRA,M,35,209.6,21.51666667
GER,M,40,209.6166667,24.41666667
GER,M,30,209.6166667,3.033333333
GER,M,50,209.6166667,6.116666667
GER,M,30,209.6166667,5.566666667
GER,M,35,209.6166667,20.36666667
GBR,M,35,209.6166667,0.6333333333
GBR,M,40,209.6166667,21.18333333
GER,M,35,209.6333333,1.666666667
GBR,M,45,209.6333333,3.683333333
ESP,M,45,209.6333333,22.36666667
GER,M,30,209.6333333,6.716666667
GER,M,55,209.6333333,2.533333333
ITA,M,50,209.6333333,3.733333333
NOR,M,55,209.6333333,6.016666667
CAN,M,45,209.6333333,3.366666667
POL,M,40,209.6333333,6.25
CHN,M,40,209.65,23.86666667
FRA,M,30,209.65,45.56666667
GER,M,50,209.65,3
DEN,M,30,209.65,20.86666667
GER,M,50,209.6666667,21.21666667
GER,M,50,209.6666667,0.9833333333
ESP,M,40,209.6666667,22.35
IRL,M,40,209.6666667,6.35
IRL,M,55,209.6666667,3.85
GER,M,40,209.6666667,4.916666667
GER,M,30,209.6666667,20.43333333
GER,M,45,209.6833333,5.166666667
GER,M,45,209.7,2.7
GER,M,55,209.7,2.583333333
GER,M,40,209.7,20.2
MEX,M,35,209.7,45.06666667
FRA,M,40,209.7,3.983333333
GER,M,40,209.7166667,9.983333333
GER,M,30,209.7166667,50.71666667
GER,M,35,209.7333333,5.25
GER,M,30,209.7333333,21.05
NGR,M,50,209.7333333,4.9
GER,M,50,209.75,6.4
NED,M,45,209.75,3.2
FRA,M,45,209.75,4.35
GER,M,55,209.75,1.9
BRA,M,35,209.75,21.13333333
GER,M,55,209.7666667,5.733333333
ITA,M,45,209.7666667,45.15
NED,M,35,209.7666667,5.3
GER,M,50,209.7666667,3.683333333
GER,M,40,209.7666667,20.75
GER,M,35,209.7666667,6.833333333
GER,M,35,209.7666667,24.28333333
ESP,M,55,209.7833333,2.633333333
POL,M,35,209.7833333,2.433333333
GER,M,45,209.7833333,20.31666667
NZL,M,35,209.7833333,26.91666667
GER,M,45,209.7833333,21.91666667
AUS,M,45,209.7833333,5.283333333
NED,M,35,209.7833333,22.73333333
SWE,M,50,209.8,20.68333333
GER,M,45,209.8,1.266666667
GBR,M,30,209.8,2.7
DEN,M,40,209.8,3.433333333
GBR,M,35,209.8,20.98333333
GER,M,35,209.8,5.216666667
GER,M,30,209.8,20.83333333
BRA,M,30,209.8,5.483333333
GER,M,45,209.8,24.06666667
GER,M,45,209.8,45.06666667
GBR,M,35,209.8166667,50.75
IRL,M,35,209.8166667,4.95
ARG,M,50,209.8166667,7.45
GER,M,35,209.8166667,1.466666667
MEX,M,35,209.8166667,1.816666667
MAS,M,40,209.8333333,24.46666667
GER,M,35,209.8333333,3.766666667
GER,M,30,209.8333333,20.38333333
CHI,M,45,209.8333333,22.3
GER,M,40,209.8333333,22.18333333
POL,M,45,209.85,20.86666667
ISR,M,30,209.85,6.916666667
FRA,M,40,209.85,1.65
GER,M,30,209.8666667,20.08333333
ITA,M,40,209.8833333,4.7
GER,M,35,209.8833333,3.4
NOR,M,30,209.8833333,47.71666667
GER,M,35,209.8833333,2.7
DEN,M,50,209.8833333,3.416666667
GER,M,35,209.8833333,24.45
GER,M,35,209.9,23.53333333
DEN,M,50,209.9,21.58333333
GER,M,35,209.9,20.83333333
ESP,M,55,209.9,5.816666667
ESP,M,40,209.9166667,3.116666667
GER,M,35,209.9166667,21.28333333
ITA,M,45,209.9166667,20.2
GER,M,35,209.9166667,45.2
ITA,M,45,209.9166667,2.616666667
AUT,M,45,209.9333333,22.15
CRC,M,35,209.9333333,23.31666667
GER,M,40,209.9333333,20.81666667
FRA,M,45,209.9333333,4.566666667
UKR,M,35,209.9333333,5.1
CHN,M,45,209.95,2.733333333
GER,M,40,209.95,30.23333333
GER,M,45,209.95,0.9
NED,M,50,209.95,21.76666667
GER,M,40,209.95,1.5
CHI,M,35,209.95,21.21666667
ESP,M,45,209.9666667,4.15
GER,M,50,209.9666667,1.2
USA,M,40,209.9666667,22.68333333
POL,M,40,209.9666667,21.83333333
CHN,M,40,209.9666667,2.833333333
GER,M,30,209.9666667,5.2
USA,M,50,209.9833333,5.816666667
ITA,M,50,209.9833333,2.5
DEN,M,45,209.9833333,2.25
SWE,M,40,210,1.783333333
GER,M,40,210,1.95
GRE,M,30,210,3.166666667
HKG,M,35,210,20.08333333
GER,M,30,210,3.383333333
SUI,M,35,210,6.216666667
NOR,M,45,210,21.45
USA,M,45,210.0166667,3.55
GER,M,30,210.0166667,4.95
GER,M,50,210.0333333,26.13333333
IRL,M,35,210.0333333,3.883333333
GER,M,40,210.0333333,6.2
GER,M,40,210.0333333,5.05
GER,M,55,210.0333333,4.366666667
GER,M,45,210.0333333,2.4
FRA,M,35,210.0333333,3.666666667
GBR,M,35,210.0333333,5.516666667
GBR,M,35,210.05,3.733333333
GER,M,45,210.05,20.31666667
DEN,M,45,210.05,4.333333333
ESP,M,40,210.0666667,4.183333333
GBR,M,35,210.0666667,21.51666667
ESP,M,30,210.0666667,6.316666667
GER,M,45,210.0666667,20.7
GER,M,50,210.0833333,3.75
AUT,M,40,210.0833333,3.016666667
CHN,M,45,210.1,5.25
GER,M,45,210.1,20.66666667
GBR,M,30,210.1,48.53333333
GER,M,40,210.1166667,26.9
GER,M,35,210.1333333,1.516666667
GER,M,45,210.1333333,22.1
DEN,M,40,210.15,6.316666667
GER,M,35,210.15,45.15
ESP,M,40,210.15,24.66666667
GER,M,40,210.15,20.56666667
ESP,M,50,210.1666667,5.883333333
FRA,M,40,210.1666667,1.966666667
HKG,M,50,210.1666667,3.816666667
GER,M,40,210.1666667,2.25
ESP,M,35,210.1833333,5.433333333
CHI,M,30,210.1833333,20.66666667
GER,M,30,210.1833333,20.58333333
GER,M,50,210.1833333,21.33333333
ROU,M,40,210.2,23.03333333
CRO,M,50,210.2,3.4
GER,M,35,210.2,48.98333333
GER,M,35,210.2,46.7
FRA,M,50,210.2,2.966666667
GER,M,40,210.2,6.183333333
GER,M,35,210.2,23.11666667
USA,M,30,210.2166667,24.61666667
ITA,M,40,210.2166667,5.2
DEN,M,50,210.2166667,3.816666667
ITA,M,40,210.2166667,20.35
NED,M,35,210.2166667,5.966666667
GER,M,45,210.2166667,1.45
GBR,M,45,210.2333333,4.183333333
GER,M,30,210.25,50.83333333
GER,M,60,210.25,21.98333333
GER,M,30,210.25,3
FRA,M,55,210.25,5.833333333
GER,M,45,210.25,6.116666667
GER,M,40,210.2666667,3.316666667
GER,M,30,210.2833333,23.55
GER,M,40,210.2833333,6.15
GER,M,35,210.2833333,45.11666667
POL,M,45,210.2833333,2.866666667
GER,M,45,210.2833333,20.23333333
CHN,M,35,210.2833333,3.666666667
DEN,M,50,210.2833333,2.583333333
POL,M,45,210.2833333,3.516666667
GBR,M,30,210.3,46.98333333
BRA,M,50,210.3,6.3
ESP,M,35,210.3,3.7
GER,M,55,210.3166667,20.11666667
GER,M,35,210.3166667,2.2
GER,M,35,210.3166667,6.316666667
GER,M,35,210.3166667,1.783333333
GER,M,40,210.3166667,5.333333333
DEN,M,55,210.3166667,4.366666667
JPN,M,35,210.3166667,23.75
GER,M,35,210.3166667,6.916666667
GER,M,30,210.3333333,20.85
GER,M,45,210.3333333,3.716666667
CHN,M,35,210.3333333,23.23333333
JPN,M,45,210.3333333,20.65
GER,M,50,210.3333333,20.58333333
NED,M,55,210.3333333,3.25
GER,M,35,210.3333333,22.25
ARG,M,35,210.3333333,1.366666667
POL,M,35,210.35,3.3
GER,M,55,210.3666667,5.283333333
POR,M,35,210.3666667,4.266666667
GER,M,50,210.3666667,20.28333333
BRA,M,35,210.3666667,0.8333333333
BEL,M,45,210.3833333,20.36666667
CHN,M,30,210.3833333,26.95
GBR,M,40,210.3833333,3.166666667
GER,M,35,210.4,20.76666667
DEN,M,40,210.4166667,3.533333333
GER,M,45,210.4166667,4.966666667
GER,M,30,210.4166667,21.26666667
MEX,M,30,210.4166667,21.33333333
CHN,M,35,210.4166667,5.566666667
GER,M,40,210.4166667,20.3
GBR,M,35,210.4166667,6.366666667
GER,M,45,210.4333333,20.53333333
GER,M,35,210.4333333,4.883333333
GBR,M,35,210.4333333,3.35
HUN,M,35,210.4333333,4.983333333
ARG,M,35,210.4333333,6.65
FIN,M,35,210.45,20.51666667
GER,M,40,210.4666667,3.05
USA,M,60,210.4666667,3.583333333
MEX,M,30,210.4666667,20.28333333
ESP,M,40,210.4666667,5.5
FRA,M,50,210.4833333,2.316666667
FIN,M,40,210.4833333,1.8
JPN,M,45,210.5,20.15
SUI,M,40,210.5,2.466666667
GBR,M,50,210.5166667,20.28333333
GER,M,50,210.5166667,4.25
FIN,M,30,210.5166667,21.41666667
GBR,M,40,210.5166667,2.133333333
GER,M,40,210.5166667,2.316666667
GER,M,45,210.5166667,5.65
GER,M,35,210.5166667,21.11666667
GBR,M,40,210.5166667,5.066666667
DEN,M,45,210.5333333,3.333333333
GER,M,40,210.5333333,4.133333333
GER,M,35,210.5333333,30.35
GER,M,40,210.5333333,6.416666667
BEL,M,45,210.5333333,5.05
GER,M,35,210.5666667,24.43333333
GER,M,45,210.5666667,6.333333333
GER,M,50,210.5666667,20.53333333
ITA,M,45,210.5666667,20.6
NZL,M,30,210.5833333,4.666666667
ESP,M,40,210.5833333,22.16666667
GER,M,45,210.5833333,5.983333333
GER,M,35,210.5833333,28.01666667
GER,M,35,210.6,5.983333333
GER,M,50,210.6,2.9
USA,M,30,210.6,21.1
NED,M,35,210.6,23.83333333
GER,M,45,210.6166667,20.6
ITA,M,40,210.6166667,0.5833333333
ITA,M,30,210.6166667,2.183333333
FRA,M,45,210.6166667,3.6
GER,M,50,210.6166667,2.6
NED,M,40,210.6333333,22.41666667
NED,M,40,210.6333333,22.13333333
ITA,M,35,210.6333333,24.93333333
SUI,M,45,210.65,4.05
GER,M,35,210.65,2.733333333
NED,M,40,210.6666667,21.23333333
GER,M,40,210.6666667,20.08333333
AUT,M,55,210.6666667,4.716666667
GER,M,50,210.7,2.05
GER,M,45,210.7,21.45
GER,M,40,210.7166667,4.25
GER,M,55,210.7166667,1.2
SWE,M,45,210.7333333,21.98333333
BRA,M,40,210.7333333,3.133333333
USA,M,45,210.7333333,5.316666667
BRA,M,45,210.7333333,2.866666667
BRA,M,35,210.7333333,23.83333333
GER,M,30,210.75,20.76666667
BEL,M,45,210.7666667,1.816666667
GBR,M,35,210.7666667,2.283333333
GBR,M,35,210.7666667,20.55
NCA,M,35,210.8,5.083333333
NED,M,35,210.8166667,22.56666667
GBR,M,45,210.8166667,1.2
USA,M,45,210.8166667,2.066666667
GER,M,40,210.8166667,20.71666667
DEN,M,40,210.8333333,20.58333333
GER,M,45,210.8333333,2.3
GER,M,40,210.8333333,4.483333333
GER,M,40,210.8333333,3.816666667
FIN,M,40,210.85,2.483333333
GER,M,30,210.85,23.8
GER,M,45,210.85,1.933333333
SWE,M,40,210.85,21.1
GBR,M,40,210.8666667,4.566666667
CHI,M,35,210.8666667,45.05
GER,M,50,210.8666667,5.8
GER,M,45,210.8666667,4.2
SLO,M,35,210.8666667,4.783333333
NED,M,45,210.8833333,4.45
GER,M,55,210.8833333,5.366666667
GER,M,35,210.9,21.81666667
USA,M,30,210.9,3.066666667
USA,M,35,210.9,25.78333333
USA,M,35,210.9,25.78333333
ISR,M,35,210.9166667,4.25
GER,M,40,210.9333333,23.08333333
ITA,M,50,210.9333333,3.533333333
GER,M,50,210.95,20.4
BEL,M,45,210.9666667,3.75
GBR,M,45,210.9666667,2.916666667
GER,M,35,210.9833333,4.2
GER,M,50,210.9833333,20.06666667
SUI,M,50,210.9833333,4.416666667
ITA,M,50,210.9833333,24.68333333
BEL,M,40,211,2.016666667
GER,M,45,211,21
SWE,M,45,211,23.11666667
CAN,M,30,211.0166667,22
DEN,M,40,211.0166667,3.066666667
GER,M,40,211.0166667,5.383333333
FRA,M,50,211.05,20.63333333
GER,M,30,211.05,25.2
DEN,M,40,211.05,4.466666667
NOR,M,35,211.05,56.15
GER,M,35,211.05,5.033333333
GER,M,55,211.05,0.9333333333
GER,M,50,211.05,5.166666667
GER,M,35,211.05,45.2
GER,M,45,211.05,4.283333333
TPE,M,35,211.0666667,4.9
ISR,M,45,211.0666667,4.266666667
SUI,M,55,211.0666667,1.733333333
ARG,M,45,211.0833333,2.95
GER,M,45,211.0833333,20.06666667
TUR,M,35,211.0833333,20.06666667
GER,M,40,211.0833333,3.9
GER,M,50,211.0833333,4.816666667
GER,M,35,211.0833333,4.85
AUT,M,40,211.0833333,22.71666667
RUS,M,35,211.1,26.26666667
FRA,M,50,211.1,2.616666667
GER,M,45,211.1,2.883333333
GBR,M,30,211.1,4.316666667
SWE,M,40,211.1,5.033333333
GER,M,35,211.1166667,5.133333333
HKG,M,45,211.1166667,21.25
GER,M,35,211.1166667,5.9
FRA,M,45,211.1166667,1.783333333
BEL,M,40,211.1333333,26.71666667
GER,M,35,211.1333333,21.86666667
ESP,M,35,211.1333333,5.8
GER,M,50,211.15,4.8
GER,M,35,211.15,2.516666667
GBR,M,40,211.15,4.733333333
GER,M,50,211.1666667,2.7
SWE,M,35,211.1666667,21.21666667
GER,M,40,211.1833333,20.3
GER,M,45,211.1833333,1.666666667
GER,M,35,211.1833333,20.1
HKG,M,40,211.1833333,22.26666667
USA,M,35,211.2,21.08333333
IRL,M,40,211.2,20.65
GER,M,35,211.2,20.1
RUS,M,40,211.2,5.233333333
GER,M,50,211.2,1.116666667
USA,M,50,211.2,21.71666667
GER,M,45,211.2166667,20.21666667
GER,M,30,211.2166667,4.4
SWE,M,35,211.2333333,48.48333333
GER,M,45,211.25,20.43333333
GER,M,50,211.2666667,4.683333333
GER,M,45,211.2666667,2
NED,M,30,211.2666667,52.45
GBR,M,35,211.2833333,6.3
FRA,M,35,211.2833333,3.183333333
GER,M,40,211.2833333,4.55
GER,M,40,211.2833333,3.283333333
GER,M,40,211.3,4.433333333
GER,M,40,211.3,20.8
ITA,M,50,211.3,20.46666667
RUS,M,35,211.3,5.483333333
BRA,M,40,211.3166667,22.1
BUL,M,35,211.3166667,23.36666667
POR,M,40,211.3333333,21.55
GER,M,35,211.3333333,27.48333333
USA,M,30,211.3333333,26.08333333
HKG,M,40,211.3333333,4.316666667
POL,M,45,211.3333333,4.533333333
NOR,M,45,211.3333333,23.15
FRA,M,55,211.35,2.55
GER,M,40,211.35,0.9833333333
GER,M,50,211.35,5.016666667
FRA,M,40,211.35,2.95
JPN,M,50,211.35,4.2
GER,M,50,211.3666667,1.233333333
IRL,M,40,211.3666667,2.683333333
TPE,M,35,211.3833333,20.45
GBR,M,45,211.3833333,21.46666667
GER,M,30,211.3833333,46.75
GER,M,30,211.3833333,5.016666667
GER,M,50,211.3833333,2.45
GBR,M,30,211.4,56.71666667
GBR,M,35,211.4,20.86666667
GBR,M,35,211.4,1.75
GBR,M,30,211.4,56.71666667
FIN,M,60,211.4166667,1.833333333
GER,M,45,211.4166667,20.93333333
GER,M,35,211.4333333,4.15
DEN,M,45,211.45,3.316666667
GER,M,45,211.45,4.383333333
GBR,M,40,211.45,20.4
SUI,M,45,211.45,3.85
ARG,M,50,211.45,5.733333333
IRL,M,40,211.45,5.183333333
GER,M,55,211.4666667,4.05
ITA,M,60,211.4666667,3.316666667
ESP,M,45,211.4666667,24.61666667
GER,M,45,211.4833333,21.41666667
GER,M,55,211.4833333,25.9
GER,M,45,211.4833333,2.05
USA,M,35,211.4833333,24.6
RUS,M,35,211.4833333,2.966666667
USA,M,40,211.4833333,0.35
FRA,M,50,211.4833333,4.516666667
FRA,M,40,211.5,6
ESP,M,35,211.5,49.83333333
GER,M,40,211.5,3.15
CRO,M,35,211.5166667,2.55
GER,M,30,211.5166667,45.08333333
GER,M,35,211.5166667,45.18333333
GER,M,35,211.5166667,45.18333333
GER,M,45,211.5166667,3.9
NOR,M,55,211.5166667,20.15
BRA,M,35,211.5166667,25.95
BRA,M,50,211.5333333,2.033333333
USA,M,35,211.5333333,2.183333333
GER,M,45,211.5333333,3.566666667
CRC,M,35,211.55,28.13333333
GER,M,35,211.55,25.21666667
CAN,M,45,211.5666667,5.916666667
GER,M,55,211.5666667,1.816666667
GER,M,45,211.5833333,6.55
GER,M,30,211.5833333,3.283333333
USA,M,35,211.5833333,22.48333333
GER,M,50,211.6,4.45
ESP,M,30,211.6,27.01666667
GER,M,45,211.6,5.533333333
GER,M,35,211.6166667,5.083333333
MAR,M,55,211.65,6.25
GER,M,30,211.65,3.7
CHN,M,35,211.65,20.81666667
GER,M,45,211.65,4.016666667
GER,M,40,211.65,25.3
GER,M,50,211.65,20.41666667
GER,M,35,211.6833333,21.43333333
NOR,M,35,211.6833333,20.25
GER,M,50,211.6833333,50.41666667
FRA,M,35,211.6833333,20.96666667
GER,M,40,211.6833333,2.75
USA,M,45,211.7,4.516666667
GER,M,45,211.7,20.75
FRA,M,45,211.7,6.033333333
GBR,M,40,211.7166667,2.566666667
POR,M,35,211.7166667,22.31666667
POR,M,55,211.7166667,2.283333333
GBR,M,35,211.7166667,4.183333333
GER,M,35,211.7166667,3.25
SVK,M,30,211.7333333,22.96666667
DEN,M,45,211.7333333,20.71666667
GER,M,40,211.7333333,3.283333333
USA,M,30,211.7333333,1.45
POL,M,40,211.7333333,20.08333333
SWE,M,35,211.7333333,1.55
GER,M,45,211.75,45.23333333
BRA,M,40,211.7666667,3.25
GER,M,35,211.7666667,21.21666667
GER,M,35,211.7666667,21.18333333
GER,M,30,211.7833333,3.216666667
FRA,M,30,211.7833333,4.933333333
IRL,M,45,211.7833333,3.966666667
GER,M,35,211.8,45.63333333
BRA,M,50,211.8,24.76666667
BEL,M,40,211.8,22.06666667
GER,M,45,211.8,2.766666667
FRA,M,30,211.8,5.833333333
GBR,M,40,211.8166667,3.083333333
GER,M,40,211.8166667,3.15
NED,M,45,211.8333333,22.31666667
NED,M,45,211.8333333,23.2
